temperature_C,pressure_bar,machine_speed,material_ratio,energy_consumption,quality_score
462.4178538252808,5.839613261951602,109.87232587538428,0.6912441376904306,41.40190479272724,91.43702665904786
446.5433924707204,5.554780209747661,117.83221993926723,0.7901403239081979,43.206312919970316,93.87207154544346
466.1922134525173,5.035778221952104,108.11370118500058,0.35580250337024844,37.924580136265675,93.6188001789646
488.0757464102006,4.6118379333766555,115.38057705541439,0.7818341796787862,40.38322546991644,90.88059975626697
444.1461656319166,5.4189339881681535,91.59577999569322,0.45874032187493474,37.0713956342543,92.24240183125066
444.1465760762705,5.23609123125305,123.19940561059408,0.4085112771882528,37.48988405165266,95.05348179280709
489.4803203876848,5.537115932016639,120.01808213043337,0.23020971618161196,38.600604427458336,90.91940147454407
469.1858682288227,5.381103081009182,107.74367053397714,0.2316591547157616,36.282897166511404,91.85689979605941
438.2631403516262,5.6297316291916015,129.8886850264861,0.6152067535679928,40.13251486791495,94.49388845970668
463.56400108964914,4.6788588730636596,134.06355206439838,0.4747573966604168,39.12451834185905,92.00171069263862
438.4145576796884,5.790436439380596,95.88660203446538,0.33591297562166345,34.90982977574092,90.22160148655327
438.3567561607436,5.11855976281544,108.55912832150679,0.5683821837951397,36.28446474866409,95.02671548783773
456.0490567891509,6.245156523575159,108.46286475319053,0.3517148709500667,36.721921036046474,93.61828197640884
402.167993883555,4.58648730914626,105.90145348336704,0.5465790526066536,32.668709884905155,89.61634491350218
406.87705418717417,6.04157828189915,132.44212262897622,0.4155252481896142,36.59472837983021,88.49595921414307
435.9428117689757,5.118746470077589,117.09260791840795,0.6941313359670915,39.469257039946086,93.55874480709306
424.6792219916394,4.609149197831331,116.03227738034084,0.6924176964600677,36.44573437702513,92.98933314712376
457.85618331488183,4.709668499567407,89.9420645338987,0.48641023887344087,36.8498781111847,90.50131698844433
427.2993981119697,4.807791615083408,129.5312704531384,0.4104914656010094,36.853879406754146,92.86415186803863
414.69240746661774,5.25449956784115,101.41112407719791,0.41753587793545677,32.51799366873723,92.01622055750191
486.64121922303883,5.3137012928213,120.89898945399493,0.6834287154009309,42.734143562779565,93.39182737590917
444.3555924878366,4.655779997636853,124.16065406937288,0.39690768967856727,37.99572642523827,94.28509932455897
451.6882051171981,4.985387244643411,140.40987893757978,0.32543562422410766,36.57850896284143,94.25714621012516
414.38129534466356,6.285362215167118,100.36769401321332,0.2508130051251841,36.54775679722411,87.57379528502652
436.39043188687043,6.0365259020604265,74.70731766268761,0.4800158725306451,35.359182583076205,88.27202565341629
452.77306474274667,5.2617942018044195,122.75774317130542,0.4892792593519052,39.0083563831739,94.10210792942185
421.22516056444243,5.02280208690092,147.0076677226628,0.7045452262417444,38.45012444186063,91.12799455541054
459.3924504586418,5.072018796030957,138.58419529409156,0.3327432178676384,35.79266963298613,93.31174637139782
434.98403275202986,5.36811078363825,123.14489122911938,0.42859476420104,37.30518652356607,95.69059034164998
442.7076562551681,4.386324460880957,112.62545721551929,0.6850434433362147,37.65597184000106,93.28084941200987
434.95733469426506,4.845574077545993,132.10683894955966,0.6941741664493841,39.003610855500135,94.41460934275827
496.3069546127234,3.9988495556734467,105.39680700443297,0.43076664558726097,35.04410313235137,88.95187688005035
449.66256938155163,5.239533873563167,127.14536654034329,0.47547441397200857,38.25033245867573,94.63758479793077
423.5572267761025,5.388317563821644,127.5820523874994,0.3819715345095698,37.755898234120686,93.0131648664534
470.56362280257974,4.710088122620376,135.9031486124832,0.7595329270515874,41.463816320797754,91.94377348349182
419.47890875072443,5.94439205797402,161.39490058366616,0.27118625944494823,39.605997710860585,86.84986671873942
455.22158987511887,4.264540602198595,125.88623950768151,0.760249653800882,38.51503547914882,93.80431885052558
401.0082469030056,4.121375071874108,112.36554561438751,0.610319871101206,36.84087358324076,89.55105262093734
416.79534877753923,5.134671091135983,119.61638531712008,0.5189432916120388,35.478491362237676,92.86158611080057
454.9215308967281,5.628258981567293,93.46386142666323,0.21959543647069754,36.4236630256857,92.6922704334069
468.4616644998853,6.010356614874722,109.57930303366413,0.485357715093205,41.78756502897534,94.0976981646069
454.28420702974927,4.724669442278636,113.86076342830344,0.4446488630016394,37.78597212612618,93.7144416216267
447.108792940294,5.6472085000587775,112.13867403098111,0.2967312871850736,36.847711416459774,95.0010045751789
442.4724076102678,4.976894918299576,122.28532308050583,0.5938457621003942,37.952747068988984,93.61378288141742
413.0369502408143,4.896423620035508,107.66370101426699,0.7826905444209715,39.61051841848966,91.75087497071203
432.0038947901323,5.530195962492003,136.81546000986708,0.5373132866387151,37.60748002990013,93.88771563543078
438.4840307260053,5.391393727048052,120.00310597377296,0.6288519658663676,38.01968563251456,92.56807411023803
476.4280556554729,4.05416470580945,119.86049518292079,0.24107027153961008,34.878473931730475,92.4439962530561
458.59045723921156,5.8859242098355375,115.08157925230623,0.45060019749019686,41.304458838600375,93.66392729916596
405.92399611593163,5.828054812488471,122.32786025788468,0.26981509109869756,36.79530230544052,89.36716914887161
458.10209923486985,4.624662379094282,132.37647397001453,0.5676775013219063,37.680416062775265,95.61068836566916
440.3729429895921,5.237482120062445,106.9930467643365,0.7630892949284929,39.10122114290686,93.05457188584782
433.07694999235105,5.296418111769643,110.12825266387115,0.5970666394829831,37.31937416043109,93.18282322376184
465.2919072210217,5.1564042594943444,115.44410956835003,0.24608182898865294,35.72382167359061,94.01037633974846
475.7749880623988,4.669816907692748,99.81193614790178,0.4127997229910497,38.19611824698057,92.98616815473567
473.28200297790494,4.597025979237169,107.71113210417754,0.530398027664511,35.85416433541458,93.18389649636565
429.019561919434,4.984667557405133,112.85668689683011,0.4419246536799514,38.85315380695758,95.10576218145629
442.26969060371965,5.7036374115556185,133.11583771069093,0.7001864062851035,42.78812101314812,94.1787034350368
458.2815857850891,5.326160092756659,123.93841993502888,0.6888026028259936,42.501370122980774,92.26781019172651
474.388628178059,4.777631400748336,122.90384867051317,0.5670986120619329,38.791892197157736,93.18004963130244
438.0206440538677,5.463019226389007,132.76346943251957,0.4240747670796232,38.48775559362442,93.44480293585865
445.35852558340457,3.290874427621955,117.93942317400905,0.35320182425794655,31.490167255772754,92.91425064040733
422.3416256498493,5.689259420223262,125.85697274893334,0.2635245909278776,36.006953464154655,89.91487141943466
420.0948343979832,3.9561717327331403,118.45167370601256,0.41293861009193245,35.07599406939992,94.8208804602736
470.31314555985495,4.78253543515812,123.98043524099442,0.44790351032463177,40.38723839540763,94.59870171223778
483.9060007142706,4.328198063224313,111.25862013582626,0.6054937550624442,37.005728565820036,92.17032213659424
448.19974696049167,4.223191114567457,83.41774262585356,0.5948958945785441,34.745706693342754,91.6055137485893
475.0883224473006,5.696496072427111,117.98581256720544,0.2420648837847542,38.0459448222224,95.15230573678899
459.0409006261909,4.719379279212865,141.3412220414991,0.4371555892586947,36.740552960901574,94.24633385080995
433.87200613487187,5.207902329038429,133.8932310336239,0.3090673203304172,38.122260724962416,94.52330211052131
459.03489013771036,4.97184765267249,134.48096226886756,0.2940876231900834,36.64629460435771,93.99850344105018
488.4509141616492,5.2862244963338725,138.54196082709328,0.6963812898423476,42.64372310146578,90.49605125511721
449.1043490222512,5.046093134636153,121.32986386442155,0.22514913002975454,35.45020241747063,93.91125089351785
